id,user_id,schedule,drinking,smoking,workout_freq,diet,pet_view,spending_view,saving_view,travel_pref,interests,personality,created_at,updated_at
1145,1145,early,never,occasionally,none,halal,reject,luxury,balanced,"[""museum"",""island"",""mountain""]","[""coding"",""running"",""reading"",""movie""]",ISTP,2025-08-01 09:27:13,2025-08-01 09:27:13
1146,1146,early,occasionally,occasionally,weekly,halal,allergic,frugal,balanced,"[""desert"",""sea""]","[""basketball"",""reading"",""boardgame""]",ISFJ,2025-08-15 09:27:13,2025-08-15 09:27:13
1147,1147,normal,never,occasionally,weekly,vegan,allergic,balanced,balanced,"[""citywalk"",""roadtrip"",""sea""]","[""basketball"",""photography"",""music"",""boardgame"",""movie""]",INTJ,2025-06-19 09:27:13,2025-06-19 09:27:13
1148,1148,normal,never,never,daily,vegetarian,love,frugal,aggressive,"[""island"",""citywalk""]","[""basketball"",""movie"",""yoga""]",ENFP,2025-07-15 09:27:13,2025-07-15 09:27:13
1149,1149,early,never,often,none,keto,reject,balanced,balanced,"[""roadtrip"",""mountain""]","[""running"",""hiking"",""coding""]",,2025-08-27 09:27:13,2025-08-27 09:27:13
1150,1150,normal,often,often,none,vegan,ok,balanced,balanced,"[""citywalk"",""museum"",""roadtrip""]","[""cooking"",""travel"",""reading"",""yoga""]",ESFJ,2025-08-10 09:27:13,2025-08-10 09:27:13
1151,1151,late,occasionally,never,none,vegetarian,reject,luxury,balanced,"[""citywalk""]","[""music"",""coding"",""boardgame""]",ESFJ,2025-07-02 09:27:13,2025-07-02 09:27:13
1152,1152,late,never,never,none,vegetarian,ok,frugal,aggressive,"[""roadtrip"",""citywalk"",""mountain""]","[""photography"",""yoga"",""gaming"",""cooking"",""movie"",""hiking""]",,2025-06-19 09:27:13,2025-06-19 09:27:13
1153,1153,late,occasionally,occasionally,none,keto,allergic,frugal,aggressive,"[""citywalk"",""desert""]","[""running"",""basketball"",""boardgame"",""movie"",""football""]",ENTP,2025-09-09 09:27:13,2025-09-09 09:27:13
1154,1154,late,never,never,weekly,vegetarian,allergic,luxury,aggressive,"[""sea"",""museum"",""mountain""]","[""reading"",""movie"",""basketball"",""boardgame"",""hiking""]",INTJ,2025-08-20 09:27:13,2025-08-20 09:27:13
1155,1155,normal,often,occasionally,none,normal,allergic,balanced,conservative,"[""island""]","[""photography"",""running""]",ISFJ,2025-07-20 09:27:13,2025-07-20 09:27:13
1156,1156,normal,occasionally,occasionally,none,low_carb,allergic,luxury,balanced,"[""desert"",""mountain"",""roadtrip""]","[""movie"",""hiking"",""gaming"",""running"",""basketball"",""cooking""]",ENTP,2025-07-29 09:27:13,2025-07-29 09:27:13
1157,1157,late,occasionally,occasionally,3+weekly,vegetarian,allergic,luxury,aggressive,"[""citywalk"",""roadtrip""]","[""hiking"",""music"",""yoga"",""reading""]",ESFJ,2025-07-08 09:27:13,2025-07-08 09:27:13
1158,1158,normal,occasionally,never,daily,normal,ok,luxury,conservative,"[""island"",""sea"",""desert""]","[""travel"",""photography"",""cooking"",""boardgame""]",INTJ,2025-07-03 09:27:13,2025-07-03 09:27:13
1159,1159,late,occasionally,often,daily,halal,love,frugal,balanced,"[""museum"",""mountain""]","[""football"",""hiking"",""gaming""]",ENTP,2025-06-16 09:27:13,2025-06-16 09:27:13
1160,1160,late,occasionally,never,weekly,keto,love,luxury,balanced,"[""mountain"",""island"",""citywalk""]","[""cooking"",""hiking"",""basketball"",""yoga""]",ESFJ,2025-08-17 09:27:13,2025-08-17 09:27:13
1161,1161,early,occasionally,often,weekly,keto,ok,frugal,aggressive,"[""citywalk"",""roadtrip"",""desert""]","[""movie"",""boardgame"",""travel"",""music"",""cooking""]",ENTP,2025-08-29 09:27:13,2025-08-29 09:27:13
1162,1162,late,occasionally,often,none,vegetarian,ok,frugal,conservative,"[""mountain""]","[""coding"",""movie"",""yoga"",""basketball"",""photography""]",ISFJ,2025-08-29 09:27:13,2025-08-29 09:27:13
1163,1163,normal,often,never,3+weekly,low_carb,reject,balanced,balanced,"[""museum""]","[""movie"",""running"",""photography""]",ENTP,2025-08-11 09:27:13,2025-08-11 09:27:13
1164,1164,normal,occasionally,often,none,keto,reject,frugal,aggressive,"[""desert"",""roadtrip"",""island""]","[""hiking"",""running""]",ISFJ,2025-08-28 09:27:13,2025-08-28 09:27:13
1165,1165,late,occasionally,occasionally,weekly,halal,love,luxury,conservative,"[""island"",""museum"",""mountain""]","[""travel"",""hiking""]",ISTP,2025-09-02 09:27:13,2025-09-02 09:27:13
1166,1166,early,never,often,3+weekly,keto,love,luxury,aggressive,"[""desert""]","[""running"",""photography""]",ENTP,2025-08-07 09:27:13,2025-08-07 09:27:13
1167,1167,late,never,often,daily,vegetarian,love,balanced,balanced,"[""island"",""desert""]","[""coding"",""boardgame"",""reading""]",,2025-06-24 09:27:13,2025-06-24 09:27:13
1168,1168,early,often,never,none,normal,ok,balanced,conservative,"[""museum""]","[""running"",""cooking"",""music"",""movie"",""photography""]",INTJ,2025-06-28 09:27:13,2025-06-28 09:27:13
1169,1169,early,never,never,daily,vegan,reject,frugal,balanced,"[""desert"",""citywalk"",""museum""]","[""travel"",""music""]",ISFJ,2025-09-10 09:27:13,2025-09-10 09:27:13
1170,1170,early,never,occasionally,daily,low_carb,reject,balanced,aggressive,"[""citywalk"",""museum""]","[""football"",""travel""]",ISTP,2025-06-23 09:27:13,2025-06-23 09:27:13
1171,1171,early,occasionally,occasionally,3+weekly,vegan,ok,luxury,aggressive,"[""mountain"",""sea""]","[""movie"",""travel"",""cooking""]",ISTP,2025-08-11 09:27:13,2025-08-11 09:27:13
1172,1172,normal,never,never,daily,keto,allergic,luxury,conservative,"[""roadtrip""]","[""travel"",""basketball"",""reading""]",ISFJ,2025-08-27 09:27:13,2025-08-27 09:27:13
1173,1173,late,occasionally,occasionally,weekly,normal,reject,frugal,aggressive,"[""museum"",""roadtrip"",""sea""]","[""coding"",""photography""]",ESFJ,2025-07-20 09:27:13,2025-07-20 09:27:13
1174,1174,early,occasionally,occasionally,weekly,vegetarian,reject,balanced,balanced,"[""museum"",""citywalk""]","[""basketball"",""music"",""running"",""reading""]",ISTP,2025-06-26 09:27:13,2025-06-26 09:27:13
1175,1175,normal,often,never,none,low_carb,reject,luxury,conservative,"[""museum"",""mountain"",""desert""]","[""movie"",""travel"",""football"",""gaming"",""music"",""yoga""]",ESFJ,2025-07-03 09:27:13,2025-07-03 09:27:13
1176,1176,early,never,never,daily,vegan,love,luxury,conservative,"[""roadtrip"",""museum"",""desert""]","[""running"",""music"",""gaming"",""cooking"",""basketball"",""movie""]",ENFP,2025-07-17 09:27:13,2025-07-17 09:27:13
1177,1177,early,occasionally,often,3+weekly,low_carb,reject,frugal,aggressive,"[""sea"",""desert""]","[""gaming"",""reading""]",ENFP,2025-08-24 09:27:13,2025-08-24 09:27:13
1178,1178,normal,often,occasionally,none,vegetarian,allergic,luxury,balanced,"[""mountain"",""sea"",""desert""]","[""music"",""reading"",""cooking"",""hiking"",""travel""]",,2025-06-27 09:27:13,2025-06-27 09:27:13
1179,1179,early,often,often,none,low_carb,reject,luxury,conservative,"[""sea"",""museum"",""roadtrip""]","[""running"",""football"",""reading"",""music"",""yoga""]",INTJ,2025-07-15 09:27:13,2025-07-15 09:27:13
1180,1180,normal,never,occasionally,daily,keto,reject,frugal,aggressive,"[""citywalk""]","[""running"",""basketball"",""yoga""]",ESFJ,2025-08-08 09:27:13,2025-08-08 09:27:13
1181,1181,early,never,often,none,keto,reject,balanced,aggressive,"[""sea"",""roadtrip"",""museum""]","[""photography"",""football"",""yoga""]",INTJ,2025-07-01 09:27:13,2025-07-01 09:27:13
1182,1182,early,occasionally,occasionally,none,vegetarian,allergic,frugal,aggressive,"[""island""]","[""movie"",""reading"",""boardgame"",""travel"",""football""]",ENFP,2025-07-07 09:27:13,2025-07-07 09:27:13
1183,1183,normal,occasionally,never,none,keto,reject,balanced,aggressive,"[""roadtrip"",""museum""]","[""photography"",""yoga"",""coding"",""reading"",""football""]",ESFJ,2025-07-28 09:27:13,2025-07-28 09:27:13
1184,1184,late,never,often,daily,vegetarian,ok,balanced,conservative,"[""desert""]","[""gaming"",""basketball"",""hiking"",""yoga""]",ISFJ,2025-07-24 09:27:13,2025-07-24 09:27:13
1185,1185,normal,often,often,none,vegetarian,love,luxury,conservative,"[""museum"",""citywalk"",""roadtrip""]","[""music"",""football"",""hiking"",""photography"",""reading""]",ESFJ,2025-06-28 09:27:13,2025-06-28 09:27:13
1186,1186,normal,often,occasionally,none,vegan,love,balanced,aggressive,"[""mountain"",""roadtrip"",""museum""]","[""cooking"",""running"",""travel""]",,2025-08-23 09:27:13,2025-08-23 09:27:13
1187,1187,late,never,often,3+weekly,normal,ok,balanced,balanced,"[""island"",""sea""]","[""hiking"",""travel""]",ISFJ,2025-07-13 09:27:13,2025-07-13 09:27:13
1188,1188,late,never,occasionally,daily,halal,love,luxury,balanced,"[""mountain""]","[""yoga"",""reading"",""travel"",""cooking""]",ENFP,2025-07-18 09:27:13,2025-07-18 09:27:13
1189,1189,normal,never,often,none,normal,ok,frugal,aggressive,"[""citywalk""]","[""travel"",""running"",""hiking"",""basketball""]",ENFP,2025-07-11 09:27:13,2025-07-11 09:27:13
1190,1190,late,never,often,none,halal,love,balanced,aggressive,"[""desert"",""roadtrip"",""museum""]","[""photography"",""coding"",""basketball""]",ISTP,2025-09-03 09:27:13,2025-09-03 09:27:13
1191,1191,early,often,often,daily,keto,allergic,balanced,aggressive,"[""citywalk"",""desert""]","[""reading"",""cooking"",""basketball"",""photography"",""football""]",ENFP,2025-06-20 09:27:13,2025-06-20 09:27:13
1192,1192,normal,never,often,3+weekly,halal,love,frugal,aggressive,"[""citywalk""]","[""movie"",""travel"",""boardgame""]",,2025-08-04 09:27:13,2025-08-04 09:27:13
1193,1193,early,often,often,none,normal,reject,luxury,aggressive,"[""roadtrip"",""island"",""museum""]","[""reading"",""running"",""football"",""travel"",""yoga""]",ISFJ,2025-08-20 09:27:13,2025-08-20 09:27:13
1194,1194,late,occasionally,often,3+weekly,vegan,reject,balanced,balanced,"[""mountain"",""museum""]","[""hiking"",""travel"",""yoga""]",ENTP,2025-07-14 09:27:13,2025-07-14 09:27:13
1195,1195,normal,never,often,weekly,normal,allergic,balanced,aggressive,"[""museum"",""roadtrip"",""desert""]","[""music"",""football"",""travel"",""reading""]",ENFP,2025-08-10 09:27:13,2025-08-10 09:27:13
1196,1196,normal,often,never,daily,keto,ok,frugal,conservative,"[""desert"",""citywalk""]","[""gaming"",""music"",""running""]",ISFJ,2025-08-02 09:27:13,2025-08-02 09:27:13
1197,1197,early,often,often,daily,low_carb,reject,frugal,balanced,"[""citywalk"",""mountain"",""sea""]","[""movie"",""coding"",""boardgame""]",,2025-06-19 09:27:13,2025-06-19 09:27:13
1198,1198,early,often,never,3+weekly,vegetarian,ok,luxury,aggressive,"[""mountain"",""citywalk"",""island""]","[""movie"",""basketball"",""reading"",""boardgame""]",ESFJ,2025-07-05 09:27:13,2025-07-05 09:27:13
1199,1199,early,occasionally,often,daily,vegan,reject,luxury,aggressive,"[""island""]","[""football"",""yoga"",""basketball"",""travel"",""music"",""reading""]",,2025-09-09 09:27:13,2025-09-09 09:27:13
1200,1200,late,never,often,3+weekly,halal,reject,balanced,balanced,"[""mountain""]","[""yoga"",""football""]",ESFJ,2025-08-02 09:27:13,2025-08-02 09:27:13
1201,1201,late,never,never,3+weekly,vegan,reject,balanced,conservative,"[""desert"",""sea""]","[""coding"",""hiking"",""boardgame""]",INTJ,2025-07-09 09:27:13,2025-07-09 09:27:13
1202,1202,late,often,never,weekly,vegetarian,reject,balanced,conservative,"[""citywalk"",""island""]","[""photography"",""yoga"",""travel"",""gaming"",""basketball"",""music""]",INTJ,2025-09-05 09:27:13,2025-09-05 09:27:13
1203,1203,late,often,often,weekly,vegan,love,frugal,balanced,"[""desert"",""sea""]","[""music"",""movie"",""gaming"",""boardgame"",""football"",""travel""]",ISTP,2025-07-04 09:27:13,2025-07-04 09:27:13
1204,1204,normal,never,never,weekly,vegan,ok,balanced,balanced,"[""roadtrip"",""citywalk""]","[""photography"",""coding"",""football"",""hiking""]",ISFJ,2025-07-17 09:27:13,2025-07-17 09:27:13
1205,1205,early,never,never,daily,keto,ok,balanced,aggressive,"[""desert"",""mountain""]","[""movie"",""music"",""reading"",""running"",""coding""]",,2025-07-09 09:27:13,2025-07-09 09:27:13
1206,1206,early,often,occasionally,daily,halal,reject,balanced,balanced,"[""island""]","[""running"",""boardgame"",""coding""]",,2025-07-30 09:27:13,2025-07-30 09:27:13
1207,1207,normal,often,never,weekly,vegan,allergic,luxury,conservative,"[""mountain"",""roadtrip""]","[""football"",""movie"",""hiking""]",ENTP,2025-07-29 09:27:13,2025-07-29 09:27:13
1208,1208,early,never,never,daily,low_carb,reject,balanced,balanced,"[""roadtrip"",""mountain"",""museum""]","[""running"",""yoga"",""reading"",""gaming""]",,2025-08-30 09:27:13,2025-08-30 09:27:13
1209,1209,normal,never,never,weekly,vegan,love,luxury,balanced,"[""desert"",""sea"",""museum""]","[""movie"",""basketball"",""cooking""]",,2025-08-21 09:27:13,2025-08-21 09:27:13
1210,1210,late,occasionally,never,daily,normal,allergic,luxury,balanced,"[""roadtrip""]","[""travel"",""movie"",""coding"",""cooking"",""hiking"",""yoga""]",INTJ,2025-08-11 09:27:13,2025-08-11 09:27:13
1211,1211,late,often,never,weekly,keto,reject,luxury,balanced,"[""mountain"",""museum"",""island""]","[""running"",""yoga"",""travel"",""photography""]",ISTP,2025-08-13 09:27:13,2025-08-13 09:27:13
1212,1212,early,never,occasionally,daily,vegan,love,frugal,aggressive,"[""sea"",""island""]","[""coding"",""boardgame"",""movie"",""running""]",ISTP,2025-09-10 09:27:13,2025-09-10 09:27:13
1213,1213,early,often,often,weekly,halal,ok,balanced,aggressive,"[""mountain"",""sea"",""desert""]","[""travel"",""gaming"",""basketball"",""coding"",""boardgame""]",INTJ,2025-08-25 09:27:13,2025-08-25 09:27:13
1214,1214,late,often,often,weekly,halal,allergic,balanced,aggressive,"[""mountain"",""desert"",""citywalk""]","[""running"",""reading""]",ESFJ,2025-08-24 09:27:13,2025-08-24 09:27:13
1215,1215,normal,occasionally,occasionally,weekly,halal,ok,luxury,aggressive,"[""island"",""mountain"",""museum""]","[""travel"",""music"",""hiking"",""reading"",""gaming""]",ESFJ,2025-07-14 09:27:13,2025-07-14 09:27:13
1216,1216,early,never,never,daily,halal,love,frugal,balanced,"[""mountain""]","[""football"",""yoga"",""gaming"",""travel"",""reading""]",INTJ,2025-07-22 09:27:13,2025-07-22 09:27:13
1217,1217,late,never,never,weekly,halal,reject,balanced,balanced,"[""roadtrip""]","[""photography"",""yoga"",""basketball"",""football"",""reading"",""gaming""]",ESFJ,2025-07-09 09:27:13,2025-07-09 09:27:13
1218,1218,normal,never,often,none,vegetarian,love,frugal,conservative,"[""desert""]","[""coding"",""reading""]",ENFP,2025-06-29 09:27:13,2025-06-29 09:27:13
1219,1219,early,often,often,weekly,halal,allergic,luxury,aggressive,"[""citywalk"",""museum""]","[""photography"",""movie"",""travel"",""yoga""]",ENFP,2025-08-10 09:27:13,2025-08-10 09:27:13
1220,1220,late,never,occasionally,daily,normal,ok,luxury,conservative,"[""sea"",""museum"",""desert""]","[""basketball"",""movie"",""photography"",""reading""]",ENFP,2025-08-23 09:27:13,2025-08-23 09:27:13
1221,1221,late,never,occasionally,daily,keto,ok,luxury,aggressive,"[""mountain""]","[""photography"",""boardgame"",""reading"",""travel"",""music""]",ISTP,2025-07-29 09:27:13,2025-07-29 09:27:13
1222,1222,late,occasionally,often,daily,vegetarian,reject,frugal,aggressive,"[""island"",""desert""]","[""reading"",""coding"",""running"",""gaming""]",ESFJ,2025-08-21 09:27:13,2025-08-21 09:27:13
1223,1223,late,never,never,none,low_carb,reject,balanced,balanced,"[""island"",""mountain""]","[""running"",""gaming"",""photography""]",ISFJ,2025-07-17 09:27:13,2025-07-17 09:27:13
1224,1224,normal,occasionally,never,daily,normal,reject,frugal,aggressive,"[""sea"",""citywalk"",""desert""]","[""coding"",""yoga"",""running"",""gaming"",""cooking""]",ESFJ,2025-08-15 09:27:13,2025-08-15 09:27:13
1225,1225,late,never,often,daily,vegan,reject,frugal,balanced,"[""citywalk"",""roadtrip"",""sea""]","[""yoga"",""photography"",""coding""]",,2025-09-04 09:27:13,2025-09-04 09:27:13
1226,1226,early,often,occasionally,weekly,low_carb,ok,luxury,conservative,"[""desert"",""island"",""citywalk""]","[""basketball"",""football"",""coding"",""yoga""]",,2025-09-12 09:27:13,2025-09-12 09:27:13
1227,1227,normal,never,often,3+weekly,normal,reject,frugal,aggressive,"[""citywalk""]","[""movie"",""coding"",""yoga"",""photography""]",,2025-07-10 09:27:13,2025-07-10 09:27:13
1228,1228,normal,often,occasionally,none,vegetarian,allergic,balanced,balanced,"[""museum"",""citywalk""]","[""running"",""reading"",""boardgame""]",ENTP,2025-06-17 09:27:13,2025-06-17 09:27:13
1229,1229,normal,never,never,daily,keto,ok,luxury,aggressive,"[""desert"",""museum""]","[""music"",""basketball""]",,2025-08-11 09:27:13,2025-08-11 09:27:13
1230,1230,early,never,occasionally,3+weekly,keto,allergic,frugal,conservative,"[""sea""]","[""reading"",""running"",""music""]",INTJ,2025-08-09 09:27:13,2025-08-09 09:27:13
1231,1231,late,never,often,daily,low_carb,love,luxury,aggressive,"[""sea"",""island""]","[""movie"",""yoga"",""basketball"",""football""]",ENFP,2025-07-30 09:27:13,2025-07-30 09:27:13
1232,1232,late,occasionally,never,3+weekly,halal,love,balanced,conservative,"[""island""]","[""boardgame"",""music"",""yoga""]",ENTP,2025-07-14 09:27:13,2025-07-14 09:27:13
1233,1233,late,never,never,3+weekly,vegan,allergic,luxury,balanced,"[""sea""]","[""boardgame"",""coding"",""travel"",""basketball""]",ISFJ,2025-08-18 09:27:13,2025-08-18 09:27:13
1234,1234,early,never,occasionally,none,normal,love,luxury,balanced,"[""museum"",""citywalk""]","[""movie"",""hiking"",""yoga"",""basketball""]",INTJ,2025-07-29 09:27:13,2025-07-29 09:27:13
1235,1235,late,occasionally,never,none,vegan,reject,balanced,aggressive,"[""citywalk"",""mountain""]","[""photography"",""basketball"",""reading"",""movie"",""coding"",""travel""]",ISFJ,2025-07-23 09:27:13,2025-07-23 09:27:13
1236,1236,normal,occasionally,never,daily,low_carb,reject,frugal,aggressive,"[""island"",""roadtrip"",""sea""]","[""photography"",""running"",""boardgame"",""gaming"",""basketball""]",ISFJ,2025-09-04 09:27:13,2025-09-04 09:27:13
1237,1237,early,occasionally,often,none,vegetarian,reject,frugal,balanced,"[""citywalk"",""island""]","[""coding"",""photography""]",ESFJ,2025-09-06 09:27:13,2025-09-06 09:27:13
1238,1238,early,never,often,weekly,normal,allergic,frugal,conservative,"[""roadtrip""]","[""travel"",""reading"",""photography"",""hiking""]",INTJ,2025-08-17 09:27:13,2025-08-17 09:27:13
1239,1239,early,occasionally,occasionally,daily,vegetarian,ok,luxury,aggressive,"[""roadtrip"",""desert"",""citywalk""]","[""gaming"",""boardgame"",""yoga"",""cooking""]",ENTP,2025-08-19 09:27:13,2025-08-19 09:27:13
1240,1240,early,never,never,weekly,vegan,reject,luxury,aggressive,"[""sea"",""desert"",""island""]","[""travel"",""running"",""photography"",""boardgame"",""movie"",""reading""]",ESFJ,2025-07-09 09:27:13,2025-07-09 09:27:13
1241,1241,late,occasionally,never,daily,keto,ok,balanced,conservative,"[""sea"",""mountain""]","[""travel"",""yoga"",""cooking"",""coding"",""boardgame""]",ENTP,2025-07-17 09:27:13,2025-07-17 09:27:13
1242,1242,late,never,occasionally,3+weekly,vegetarian,allergic,luxury,aggressive,"[""museum"",""citywalk"",""sea""]","[""running"",""movie"",""gaming"",""football"",""music""]",INTJ,2025-08-28 09:27:13,2025-08-28 09:27:13
1243,1243,normal,often,occasionally,daily,normal,reject,luxury,conservative,"[""museum"",""sea"",""roadtrip""]","[""music"",""photography"",""movie""]",INTJ,2025-07-17 09:27:13,2025-07-17 09:27:13
1244,1244,late,never,never,weekly,low_carb,allergic,frugal,aggressive,"[""sea"",""museum""]","[""basketball"",""movie"",""cooking""]",ISFJ,2025-08-15 09:27:13,2025-08-15 09:27:13
1245,1245,late,occasionally,occasionally,weekly,low_carb,allergic,luxury,conservative,"[""citywalk"",""sea""]","[""football"",""basketball"",""cooking""]",ISFJ,2025-07-14 09:27:13,2025-07-14 09:27:13
1246,1246,late,often,occasionally,none,normal,ok,luxury,balanced,"[""desert"",""sea""]","[""hiking"",""boardgame"",""yoga"",""coding"",""running"",""photography""]",ESFJ,2025-09-07 09:27:13,2025-09-07 09:27:13
1247,1247,normal,occasionally,often,3+weekly,vegan,love,frugal,aggressive,"[""museum"",""citywalk""]","[""photography"",""hiking"",""gaming"",""boardgame"",""yoga""]",ISTP,2025-06-25 09:27:13,2025-06-25 09:27:13
1248,1248,normal,often,occasionally,daily,keto,reject,luxury,conservative,"[""mountain"",""citywalk""]","[""yoga"",""gaming"",""movie"",""hiking"",""photography"",""reading""]",ISFJ,2025-07-19 09:27:13,2025-07-19 09:27:13
1249,1249,late,never,never,weekly,low_carb,allergic,luxury,aggressive,"[""island""]","[""travel"",""hiking"",""coding"",""reading"",""gaming""]",ENTP,2025-08-15 09:27:13,2025-08-15 09:27:13
1250,1250,normal,never,often,weekly,keto,allergic,balanced,balanced,"[""mountain""]","[""yoga"",""travel"",""cooking"",""football""]",ISTP,2025-08-24 09:27:13,2025-08-24 09:27:13
1251,1251,early,often,never,daily,vegan,ok,frugal,aggressive,"[""desert"",""island""]","[""boardgame"",""hiking"",""movie"",""basketball""]",INTJ,2025-07-11 09:27:13,2025-07-11 09:27:13
1252,1252,late,often,never,3+weekly,vegan,allergic,frugal,aggressive,"[""roadtrip""]","[""boardgame"",""yoga"",""gaming"",""football"",""hiking"",""running""]",,2025-09-02 09:27:13,2025-09-02 09:27:13
1253,1253,late,never,never,none,vegetarian,ok,balanced,conservative,"[""sea"",""museum"",""roadtrip""]","[""movie"",""gaming""]",ESFJ,2025-06-17 09:27:13,2025-06-17 09:27:13
1254,1254,late,often,never,weekly,low_carb,allergic,balanced,balanced,"[""roadtrip"",""citywalk"",""sea""]","[""photography"",""basketball"",""gaming"",""yoga"",""hiking"",""reading""]",ESFJ,2025-07-07 09:27:13,2025-07-07 09:27:13
1255,1255,late,often,often,3+weekly,keto,love,luxury,conservative,"[""island"",""desert""]","[""coding"",""hiking"",""gaming"",""yoga"",""reading"",""music""]",ENFP,2025-09-12 09:27:13,2025-09-12 09:27:13
1256,1256,early,never,occasionally,weekly,vegetarian,allergic,luxury,balanced,"[""roadtrip"",""mountain"",""desert""]","[""yoga"",""reading"",""hiking""]",,2025-07-06 09:27:13,2025-07-06 09:27:13
1257,1257,late,often,often,none,low_carb,allergic,balanced,conservative,"[""desert""]","[""coding"",""photography"",""gaming"",""basketball"",""reading""]",ENTP,2025-09-03 09:27:13,2025-09-03 09:27:13
1258,1258,early,never,occasionally,weekly,normal,reject,balanced,conservative,"[""island"",""mountain"",""roadtrip""]","[""running"",""basketball"",""travel"",""photography"",""reading"",""boardgame""]",ENTP,2025-07-07 09:27:13,2025-07-07 09:27:13
1259,1259,normal,never,often,daily,keto,ok,frugal,conservative,"[""roadtrip"",""mountain"",""sea""]","[""travel"",""movie"",""gaming""]",ENTP,2025-08-12 09:27:13,2025-08-12 09:27:13
1260,1260,late,often,occasionally,3+weekly,halal,allergic,luxury,conservative,"[""museum"",""citywalk"",""mountain""]","[""reading"",""basketball"",""travel"",""coding""]",ISFJ,2025-06-27 09:27:13,2025-06-27 09:27:13
1261,1261,normal,occasionally,never,none,halal,love,balanced,conservative,"[""sea""]","[""yoga"",""travel"",""basketball"",""cooking"",""reading"",""hiking""]",ISFJ,2025-08-05 09:27:13,2025-08-05 09:27:13
1262,1262,late,often,never,daily,halal,love,balanced,balanced,"[""mountain"",""sea""]","[""coding"",""boardgame""]",,2025-08-07 09:27:13,2025-08-07 09:27:13
1263,1263,early,occasionally,never,3+weekly,halal,ok,frugal,conservative,"[""island""]","[""photography"",""coding"",""basketball"",""music"",""hiking"",""travel""]",ENTP,2025-09-14 09:27:13,2025-09-14 09:27:13
1264,1264,late,often,never,3+weekly,vegan,love,frugal,balanced,"[""mountain""]","[""football"",""coding""]",ENFP,2025-09-10 09:27:13,2025-09-10 09:27:13
1265,1265,normal,often,never,3+weekly,vegetarian,love,balanced,balanced,"[""sea"",""desert"",""roadtrip""]","[""football"",""reading"",""running"",""boardgame"",""cooking""]",ENTP,2025-06-17 09:27:13,2025-06-17 09:27:13
1266,1266,late,often,often,3+weekly,halal,reject,luxury,conservative,"[""mountain"",""island""]","[""reading"",""hiking"",""basketball"",""yoga"",""running""]",ISTP,2025-09-06 09:27:13,2025-09-06 09:27:13
1267,1267,normal,often,never,3+weekly,vegan,allergic,balanced,balanced,"[""mountain"",""roadtrip"",""island""]","[""coding"",""travel"",""cooking"",""yoga"",""movie""]",,2025-08-24 09:27:13,2025-08-24 09:27:13
1268,1268,early,often,occasionally,3+weekly,vegetarian,reject,frugal,aggressive,"[""roadtrip"",""island""]","[""football"",""photography"",""cooking"",""yoga""]",ESFJ,2025-07-16 09:27:13,2025-07-16 09:27:13
1269,1269,late,never,often,daily,keto,love,balanced,conservative,"[""citywalk""]","[""running"",""music"",""movie"",""cooking"",""boardgame""]",ENTP,2025-09-11 09:27:13,2025-09-11 09:27:13
1270,1270,normal,never,often,3+weekly,vegan,love,frugal,balanced,"[""desert"",""citywalk""]","[""boardgame"",""reading"",""coding"",""football"",""travel"",""basketball""]",,2025-07-07 09:27:13,2025-07-07 09:27:13
1271,1271,normal,never,occasionally,3+weekly,keto,reject,balanced,balanced,"[""desert"",""roadtrip"",""sea""]","[""coding"",""reading"",""football"",""running"",""boardgame"",""hiking""]",ISTP,2025-08-19 09:27:13,2025-08-19 09:27:13
1272,1272,normal,often,often,3+weekly,vegetarian,reject,luxury,aggressive,"[""sea"",""citywalk""]","[""yoga"",""coding"",""boardgame"",""hiking""]",ISTP,2025-09-02 09:27:13,2025-09-02 09:27:13
1273,1273,late,occasionally,occasionally,none,low_carb,allergic,luxury,balanced,"[""roadtrip"",""citywalk""]","[""hiking"",""music"",""football"",""movie"",""photography"",""boardgame""]",ENFP,2025-08-28 09:27:13,2025-08-28 09:27:13
1274,1274,early,never,often,daily,vegetarian,allergic,luxury,aggressive,"[""island""]","[""music"",""hiking"",""photography"",""running"",""boardgame""]",,2025-08-13 09:27:13,2025-08-13 09:27:13
1275,1275,normal,often,never,none,vegetarian,reject,luxury,aggressive,"[""museum""]","[""movie"",""gaming"",""photography"",""boardgame""]",ENFP,2025-08-27 09:27:13,2025-08-27 09:27:13
1276,1276,late,never,never,3+weekly,vegan,ok,luxury,aggressive,"[""museum""]","[""basketball"",""music"",""boardgame"",""cooking"",""football""]",ESFJ,2025-08-08 09:27:13,2025-08-08 09:27:13
1277,1277,late,occasionally,never,none,keto,allergic,balanced,aggressive,"[""roadtrip"",""island""]","[""travel"",""gaming"",""running"",""boardgame""]",ISFJ,2025-08-28 09:27:13,2025-08-28 09:27:13
1278,1278,early,often,occasionally,none,vegan,ok,balanced,conservative,"[""museum"",""desert"",""citywalk""]","[""gaming"",""basketball"",""running"",""hiking"",""boardgame"",""travel""]",ENTP,2025-08-24 09:27:13,2025-08-24 09:27:13
1279,1279,late,often,often,weekly,vegan,allergic,balanced,balanced,"[""roadtrip""]","[""coding"",""gaming"",""reading"",""travel"",""cooking"",""photography""]",ENFP,2025-07-26 09:27:13,2025-07-26 09:27:13
