id,user_id,relationship_goal,preferred_age_min,preferred_age_max,preferred_height_min,preferred_height_max,preferred_cities,accept_long_distance,accept_divorce,accept_children,marriage_timeline,child_plan,family_view,religion,must_not_accept,bonus_points,created_at,updated_at
858,858,marriage,22,25,153,158,"[""Chengdu"", ""Shenzhen""]",1,1,1,unknown,,independent,buddhism,[],"[""family_oriented"", ""sporty"", ""financially_prudent""]",2025-08-17 11:04:02,2025-08-17 11:04:02
859,859,marriage,27,36,159,173,"[""Suzhou""]",1,1,1,unknown,want,independent,buddhism,[],"[""chef"", ""traveler"", ""financially_prudent""]",2025-06-28 11:04:02,2025-06-28 11:04:02
860,860,dating,27,35,164,184,"[""Suzhou"", ""Shenzhen""]",1,1,1,1y,unknown,flexible,taoism,[],"[""reader"", ""family_oriented"", ""sporty""]",2025-08-12 11:04:02,2025-08-12 11:04:02
861,861,marriage,24,33,152,168,"[""Tianjin"", ""Xi'an"", ""Nanjing""]",1,1,1,flexible,unknown,with_parents,islam,[],"[""family_oriented"", ""traveler""]",2025-08-31 11:04:02,2025-08-31 11:04:02
862,862,dating,22,32,159,167,"[""Xi'an"", ""Wuhan"", ""Suzhou""]",0,1,1,unknown,,,christian,[],"[""reader"", ""financially_prudent"", ""chef""]",2025-06-12 11:04:02,2025-06-12 11:04:02
863,863,dating,28,32,162,182,"[""Suzhou"", ""Beijing""]",1,1,0,flexible,unknown,independent,taoism,[],"[""family_oriented"", ""chef""]",2025-06-21 11:04:02,2025-06-21 11:04:02
864,864,dating,28,31,156,170,"[""Suzhou"", ""Tianjin"", ""Beijing""]",1,0,0,1y,,flexible,none,[],[],2025-09-01 11:04:02,2025-09-01 11:04:02
865,865,marriage,24,31,161,172,"[""Xi'an""]",1,0,1,2y,flexible,,islam,"[""different_religion"", ""heavy_drinking""]","[""sporty"", ""reader""]",2025-07-26 11:04:02,2025-07-26 11:04:02
866,866,marriage,23,32,153,164,"[""Chengdu""]",0,0,0,unknown,dont_want,,christian,[],[],2025-08-06 11:04:02,2025-08-06 11:04:02
867,867,dating,25,34,165,174,"[""Guangzhou"", ""Nanjing""]",1,0,0,2y,dont_want,with_parents,buddhism,[],[],2025-08-01 11:04:02,2025-08-01 11:04:02
868,868,marriage,23,31,164,180,"[""Guangzhou"", ""Shenzhen""]",1,1,1,2y,unknown,flexible,none,"[""pet_reject""]","[""financially_prudent"", ""family_oriented"", ""reader""]",2025-07-02 11:04:02,2025-07-02 11:04:02
869,869,marriage,22,30,165,185,"[""Hangzhou"", ""Guangzhou"", ""Suzhou""]",1,1,0,1y,,,taoism,"[""smoking""]","[""reader""]",2025-09-03 11:04:02,2025-09-03 11:04:02
870,870,dating,25,34,163,176,"[""Shenzhen"", ""Wuhan"", ""Hangzhou""]",1,0,0,unknown,,flexible,islam,"[""no_children"", ""smoking""]","[""family_oriented""]",2025-09-01 11:04:02,2025-09-01 11:04:02
871,871,marriage,22,31,163,180,"[""Shenzhen""]",0,1,1,,unknown,,,"[""no_children""]",[],2025-07-29 11:04:02,2025-07-29 11:04:02
872,872,marriage,25,34,161,169,"[""Wuhan""]",1,1,0,2y,unknown,,christian,"[""heavy_drinking""]","[""sporty"", ""reader""]",2025-08-15 11:04:02,2025-08-15 11:04:02
873,873,marriage,25,34,151,166,"[""Wuhan"", ""Nanjing"", ""Tianjin""]",0,0,0,flexible,,independent,buddhism,"[""pet_reject"", ""heavy_drinking""]","[""traveler""]",2025-07-14 11:04:02,2025-07-14 11:04:02
874,874,marriage,27,32,151,163,"[""Shanghai""]",0,1,1,flexible,dont_want,with_parents,christian,"[""different_religion"", ""pet_reject""]","[""reader""]",2025-06-11 11:04:02,2025-06-11 11:04:02
875,875,marriage,23,33,158,163,"[""Chengdu"", ""Shanghai""]",1,1,0,unknown,unknown,with_parents,taoism,"[""pet_reject"", ""no_children""]",[],2025-06-26 11:04:02,2025-06-26 11:04:02
876,876,dating,26,30,151,163,"[""Nanjing"", ""Chengdu""]",1,1,1,,,,buddhism,"[""pet_reject"", ""heavy_drinking""]","[""chef"", ""sporty""]",2025-06-26 11:04:02,2025-06-26 11:04:02
877,877,marriage,27,32,161,180,"[""Beijing"", ""Shenzhen"", ""Hangzhou""]",1,1,0,2y,want,independent,none,"[""pet_reject""]","[""financially_prudent"", ""family_oriented""]",2025-08-12 11:04:02,2025-08-12 11:04:02
878,878,dating,28,38,151,168,"[""Nanjing""]",1,1,1,1y,flexible,,,[],"[""sporty"", ""traveler"", ""chef""]",2025-06-24 11:04:02,2025-06-24 11:04:02
879,879,marriage,26,32,161,178,"[""Beijing"", ""Shanghai"", ""Wuhan""]",0,1,1,flexible,flexible,flexible,islam,"[""no_children"", ""heavy_drinking""]","[""traveler""]",2025-08-29 11:04:02,2025-08-29 11:04:02
880,880,marriage,27,37,159,168,"[""Shenzhen"", ""Wuhan"", ""Xi'an""]",1,0,1,1y,flexible,,christian,[],"[""traveler"", ""financially_prudent"", ""sporty""]",2025-08-08 11:04:02,2025-08-08 11:04:02
881,881,dating,23,28,154,164,"[""Beijing""]",0,0,1,,want,flexible,islam,"[""pet_reject"", ""heavy_drinking""]",[],2025-07-19 11:04:02,2025-07-19 11:04:02
882,882,marriage,26,29,152,162,"[""Guangzhou"", ""Suzhou"", ""Tianjin""]",0,0,1,1y,flexible,,taoism,"[""no_children""]","[""traveler"", ""sporty"", ""family_oriented""]",2025-06-17 11:04:02,2025-06-17 11:04:02
883,883,marriage,26,32,152,164,"[""Beijing"", ""Tianjin"", ""Shenzhen""]",0,1,0,flexible,flexible,independent,taoism,"[""smoking""]","[""family_oriented"", ""sporty""]",2025-07-17 11:04:02,2025-07-17 11:04:02
884,884,marriage,27,32,155,165,"[""Shanghai""]",0,1,1,2y,unknown,independent,taoism,"[""heavy_drinking"", ""smoking""]",[],2025-06-15 11:04:02,2025-06-15 11:04:02
885,885,marriage,24,28,150,161,"[""Chengdu"", ""Tianjin""]",1,1,1,2y,unknown,with_parents,,"[""pet_reject""]","[""financially_prudent"", ""traveler""]",2025-08-10 11:04:02,2025-08-10 11:04:02
886,886,marriage,28,33,157,171,"[""Beijing""]",0,0,0,2y,want,with_parents,,"[""pet_reject""]","[""reader"", ""sporty"", ""financially_prudent""]",2025-07-29 11:04:02,2025-07-29 11:04:02
887,887,marriage,23,33,161,168,"[""Shanghai""]",0,0,1,,unknown,independent,buddhism,"[""heavy_drinking"", ""pet_reject""]",[],2025-07-30 11:04:02,2025-07-30 11:04:02
888,888,dating,24,27,159,174,"[""Shanghai"", ""Nanjing"", ""Beijing""]",0,1,1,2y,flexible,independent,,"[""different_religion"", ""pet_reject""]","[""reader"", ""chef""]",2025-07-09 11:04:02,2025-07-09 11:04:02
889,889,marriage,22,25,154,166,"[""Hangzhou""]",1,1,0,,flexible,independent,christian,"[""smoking""]","[""chef"", ""sporty""]",2025-08-15 11:04:02,2025-08-15 11:04:02
890,890,dating,28,35,161,176,"[""Chengdu"", ""Wuhan""]",0,0,1,1y,,with_parents,,[],[],2025-09-04 11:04:02,2025-09-04 11:04:02
891,891,dating,27,34,152,165,"[""Nanjing""]",0,1,1,unknown,want,flexible,taoism,"[""no_children""]","[""financially_prudent"", ""traveler"", ""sporty""]",2025-07-01 11:04:02,2025-07-01 11:04:02
892,892,dating,26,32,161,169,"[""Wuhan"", ""Shanghai""]",0,1,0,,flexible,independent,buddhism,[],[],2025-08-07 11:04:02,2025-08-07 11:04:02
893,893,marriage,23,28,153,169,"[""Shenzhen"", ""Tianjin""]",0,0,0,2y,want,,christian,"[""heavy_drinking""]","[""sporty"", ""reader"", ""financially_prudent""]",2025-07-13 11:04:02,2025-07-13 11:04:02
894,894,dating,23,33,158,163,"[""Xi'an"", ""Suzhou"", ""Nanjing""]",1,1,0,unknown,dont_want,independent,none,"[""smoking""]",[],2025-09-09 11:04:02,2025-09-09 11:04:02
895,895,dating,25,34,156,165,"[""Hangzhou""]",1,1,0,2y,flexible,,buddhism,"[""heavy_drinking""]","[""sporty""]",2025-07-18 11:04:02,2025-07-18 11:04:02
896,896,dating,26,29,157,162,"[""Xi'an""]",1,1,1,unknown,,,,"[""no_children"", ""smoking""]","[""traveler"", ""family_oriented"", ""chef""]",2025-08-18 11:04:02,2025-08-18 11:04:02
897,897,dating,28,33,157,166,"[""Tianjin"", ""Xi'an"", ""Suzhou""]",1,1,1,flexible,,with_parents,taoism,"[""pet_reject"", ""smoking""]","[""reader"", ""family_oriented"", ""chef""]",2025-06-26 11:04:02,2025-06-26 11:04:02
898,898,dating,28,33,154,174,"[""Chengdu""]",0,1,0,flexible,dont_want,,none,"[""no_children""]","[""financially_prudent"", ""traveler""]",2025-08-28 11:04:02,2025-08-28 11:04:02
899,899,dating,28,36,152,165,"[""Tianjin""]",1,0,1,flexible,dont_want,,islam,"[""no_children"", ""pet_reject""]","[""sporty"", ""financially_prudent"", ""family_oriented""]",2025-07-06 11:04:02,2025-07-06 11:04:02
900,900,marriage,24,32,162,173,"[""Tianjin"", ""Xi'an""]",1,1,0,2y,flexible,flexible,taoism,[],[],2025-08-07 11:04:02,2025-08-07 11:04:02
901,901,marriage,27,37,158,174,"[""Hangzhou"", ""Suzhou""]",0,1,0,,flexible,flexible,none,[],"[""family_oriented"", ""reader"", ""chef""]",2025-07-17 11:04:02,2025-07-17 11:04:02
902,902,marriage,23,28,157,164,"[""Guangzhou""]",1,1,0,flexible,dont_want,flexible,buddhism,"[""no_children"", ""heavy_drinking""]","[""chef"", ""family_oriented"", ""reader""]",2025-07-22 11:04:02,2025-07-22 11:04:02
903,903,marriage,24,34,156,172,"[""Suzhou""]",0,0,0,1y,,with_parents,buddhism,[],"[""reader"", ""chef"", ""financially_prudent""]",2025-06-21 11:04:02,2025-06-21 11:04:02
904,904,dating,22,32,164,180,"[""Chengdu"", ""Shanghai"", ""Tianjin""]",1,1,1,2y,dont_want,independent,none,"[""different_religion""]","[""financially_prudent"", ""sporty"", ""chef""]",2025-06-28 11:04:02,2025-06-28 11:04:02
905,905,dating,25,35,156,172,"[""Shenzhen"", ""Suzhou""]",1,1,0,unknown,,flexible,none,"[""pet_reject""]","[""chef"", ""reader"", ""traveler""]",2025-09-05 11:04:02,2025-09-05 11:04:02
906,906,marriage,28,32,162,180,"[""Suzhou""]",0,1,1,1y,unknown,flexible,islam,"[""heavy_drinking""]","[""family_oriented"", ""chef"", ""financially_prudent""]",2025-08-04 11:04:02,2025-08-04 11:04:02
907,907,marriage,22,29,153,164,"[""Shenzhen"", ""Xi'an"", ""Beijing""]",1,1,0,unknown,want,,taoism,"[""pet_reject""]",[],2025-08-13 11:04:02,2025-08-13 11:04:02
908,908,dating,27,34,159,176,"[""Shanghai"", ""Wuhan""]",1,1,0,unknown,flexible,flexible,christian,[],"[""traveler"", ""chef"", ""sporty""]",2025-07-19 11:04:02,2025-07-19 11:04:02
909,909,marriage,25,35,159,169,"[""Shenzhen"", ""Hangzhou""]",1,0,0,flexible,,with_parents,buddhism,"[""heavy_drinking""]",[],2025-08-29 11:04:02,2025-08-29 11:04:02
910,910,marriage,23,27,151,156,"[""Nanjing""]",1,1,1,,,independent,none,[],[],2025-09-01 11:04:02,2025-09-01 11:04:02
911,911,marriage,24,33,155,163,"[""Beijing""]",1,1,0,,unknown,with_parents,,[],"[""financially_prudent""]",2025-08-01 11:04:02,2025-08-01 11:04:02
912,912,marriage,24,34,154,160,"[""Tianjin"", ""Shenzhen"", ""Shanghai""]",1,1,1,,dont_want,independent,none,"[""pet_reject"", ""no_children""]","[""chef"", ""sporty""]",2025-08-26 11:04:02,2025-08-26 11:04:02
913,913,dating,27,36,158,176,"[""Suzhou"", ""Beijing"", ""Wuhan""]",0,0,1,2y,unknown,,none,"[""smoking"", ""heavy_drinking""]","[""chef"", ""financially_prudent"", ""sporty""]",2025-07-24 11:04:02,2025-07-24 11:04:02
914,914,dating,26,36,165,176,"[""Xi'an""]",1,1,0,2y,want,independent,taoism,"[""different_religion"", ""no_children""]","[""sporty"", ""family_oriented""]",2025-07-14 11:04:02,2025-07-14 11:04:02
915,915,marriage,28,33,152,159,"[""Nanjing"", ""Chengdu""]",1,1,0,1y,want,with_parents,,"[""no_children"", ""smoking""]","[""chef"", ""sporty""]",2025-08-08 11:04:02,2025-08-08 11:04:02
916,916,marriage,27,33,151,157,"[""Wuhan"", ""Xi'an""]",0,1,1,flexible,want,with_parents,,"[""pet_reject""]","[""traveler"", ""family_oriented"", ""sporty""]",2025-07-10 11:04:02,2025-07-10 11:04:02
917,917,dating,23,33,150,163,"[""Hangzhou"", ""Beijing"", ""Shenzhen""]",0,1,0,flexible,want,with_parents,none,[],"[""reader"", ""financially_prudent"", ""chef""]",2025-07-05 11:04:02,2025-07-05 11:04:02
918,918,dating,22,31,151,160,"[""Xi'an"", ""Wuhan""]",1,0,1,flexible,flexible,with_parents,taoism,"[""smoking""]","[""financially_prudent""]",2025-06-18 11:04:02,2025-06-18 11:04:02
919,919,marriage,26,36,153,164,"[""Shanghai"", ""Tianjin""]",0,0,0,unknown,unknown,,,"[""heavy_drinking""]","[""financially_prudent""]",2025-08-30 11:04:02,2025-08-30 11:04:02
920,920,dating,25,28,159,171,"[""Xi'an"", ""Nanjing"", ""Tianjin""]",1,0,1,2y,unknown,with_parents,buddhism,[],"[""sporty"", ""reader"", ""chef""]",2025-08-24 11:04:02,2025-08-24 11:04:02
921,921,dating,26,30,160,172,"[""Guangzhou""]",0,1,1,flexible,flexible,flexible,,"[""heavy_drinking""]","[""financially_prudent"", ""reader"", ""traveler""]",2025-07-10 11:04:02,2025-07-10 11:04:02
922,922,marriage,28,31,159,166,"[""Guangzhou"", ""Nanjing""]",1,1,1,,,with_parents,buddhism,"[""no_children"", ""pet_reject""]","[""sporty"", ""reader""]",2025-09-05 11:04:02,2025-09-05 11:04:02
923,923,marriage,22,29,162,167,"[""Shenzhen"", ""Nanjing""]",1,1,1,1y,dont_want,,buddhism,"[""smoking""]",[],2025-07-01 11:04:02,2025-07-01 11:04:02
924,924,dating,24,30,152,162,"[""Wuhan"", ""Xi'an"", ""Tianjin""]",1,1,1,flexible,unknown,independent,christian,[],"[""reader""]",2025-06-15 11:04:02,2025-06-15 11:04:02
925,925,dating,26,36,151,161,"[""Shenzhen"", ""Suzhou""]",1,0,1,1y,,with_parents,taoism,"[""no_children""]","[""traveler""]",2025-06-14 11:04:02,2025-06-14 11:04:02
926,926,dating,25,30,158,168,"[""Guangzhou"", ""Shanghai"", ""Shenzhen""]",1,1,1,flexible,,flexible,taoism,"[""no_children"", ""different_religion""]",[],2025-07-26 11:04:02,2025-07-26 11:04:02
927,927,dating,27,31,154,169,"[""Beijing"", ""Guangzhou"", ""Hangzhou""]",0,1,1,2y,flexible,flexible,,"[""no_children""]",[],2025-07-19 11:04:02,2025-07-19 11:04:02
928,928,dating,27,30,164,174,"[""Nanjing"", ""Wuhan""]",0,0,1,2y,want,,none,"[""different_religion"", ""heavy_drinking""]","[""traveler"", ""chef"", ""financially_prudent""]",2025-07-29 11:04:02,2025-07-29 11:04:02
929,929,dating,23,28,163,171,"[""Chengdu""]",0,1,0,unknown,flexible,flexible,islam,"[""pet_reject"", ""no_children""]",[],2025-08-24 11:04:02,2025-08-24 11:04:02
930,930,marriage,28,37,158,165,"[""Wuhan""]",0,1,1,flexible,dont_want,flexible,islam,[],"[""traveler"", ""sporty"", ""reader""]",2025-06-14 11:04:02,2025-06-14 11:04:02
931,931,dating,25,30,165,170,"[""Hangzhou"", ""Shenzhen""]",0,1,0,unknown,unknown,with_parents,christian,"[""heavy_drinking"", ""pet_reject""]","[""traveler"", ""reader""]",2025-07-27 11:04:02,2025-07-27 11:04:02
932,932,dating,27,30,162,179,"[""Beijing"", ""Hangzhou""]",1,1,1,1y,dont_want,independent,islam,"[""pet_reject"", ""smoking""]","[""financially_prudent"", ""family_oriented""]",2025-07-12 11:04:02,2025-07-12 11:04:02
933,933,marriage,24,33,153,173,"[""Shanghai"", ""Hangzhou"", ""Chengdu""]",0,1,1,flexible,,,buddhism,[],"[""reader""]",2025-07-29 11:04:02,2025-07-29 11:04:02
934,934,marriage,27,31,153,168,"[""Wuhan"", ""Xi'an""]",0,0,0,unknown,flexible,with_parents,taoism,[],"[""chef"", ""financially_prudent""]",2025-08-13 11:04:02,2025-08-13 11:04:02
935,935,dating,25,35,154,174,"[""Beijing""]",1,1,0,unknown,unknown,with_parents,christian,"[""heavy_drinking""]",[],2025-08-10 11:04:02,2025-08-10 11:04:02
936,936,marriage,25,33,161,180,"[""Xi'an""]",0,1,1,flexible,unknown,flexible,taoism,[],[],2025-07-25 11:04:02,2025-07-25 11:04:02
937,937,dating,28,38,162,181,"[""Wuhan"", ""Hangzhou"", ""Tianjin""]",1,0,1,,flexible,with_parents,none,"[""smoking""]","[""sporty"", ""financially_prudent"", ""chef""]",2025-08-30 11:04:02,2025-08-30 11:04:02
938,938,marriage,26,35,163,183,"[""Nanjing""]",0,1,0,1y,want,independent,none,"[""heavy_drinking""]","[""reader"", ""sporty"", ""chef""]",2025-08-16 11:04:02,2025-08-16 11:04:02
939,939,dating,27,34,164,169,"[""Guangzhou""]",0,0,1,unknown,dont_want,with_parents,buddhism,[],"[""traveler"", ""chef"", ""sporty""]",2025-08-12 11:04:02,2025-08-12 11:04:02
940,940,dating,23,28,154,160,"[""Wuhan""]",0,1,0,flexible,flexible,with_parents,taoism,[],"[""traveler"", ""reader""]",2025-08-31 11:04:02,2025-08-31 11:04:02
941,941,dating,27,31,165,182,"[""Shanghai""]",1,1,1,1y,,with_parents,christian,"[""no_children"", ""heavy_drinking""]","[""traveler"", ""financially_prudent"", ""sporty""]",2025-09-05 11:04:02,2025-09-05 11:04:02
942,942,dating,22,28,150,166,"[""Suzhou""]",0,0,0,2y,flexible,independent,buddhism,"[""pet_reject"", ""smoking""]","[""chef"", ""sporty""]",2025-09-05 11:04:02,2025-09-05 11:04:02
943,943,dating,28,37,155,162,"[""Guangzhou""]",0,1,0,unknown,dont_want,,,"[""pet_reject"", ""different_religion""]","[""sporty"", ""family_oriented"", ""reader""]",2025-06-28 11:04:02,2025-06-28 11:04:02
944,944,dating,24,32,152,169,"[""Nanjing"", ""Guangzhou"", ""Shanghai""]",0,1,1,,,with_parents,islam,[],"[""reader"", ""chef""]",2025-07-10 11:04:02,2025-07-10 11:04:02
945,945,dating,22,26,161,171,"[""Guangzhou""]",1,1,0,2y,dont_want,,taoism,"[""different_religion"", ""pet_reject""]",[],2025-07-25 11:04:02,2025-07-25 11:04:02
946,946,dating,24,30,155,162,"[""Nanjing""]",1,1,0,2y,,independent,,"[""smoking"", ""different_religion""]",[],2025-08-07 11:04:02,2025-08-07 11:04:02
947,947,marriage,24,32,155,170,"[""Beijing"", ""Nanjing""]",0,0,1,unknown,want,,taoism,"[""different_religion""]",[],2025-06-19 11:04:02,2025-06-19 11:04:02
948,948,dating,23,30,152,158,"[""Wuhan""]",1,1,1,unknown,want,independent,,"[""smoking"", ""no_children""]","[""family_oriented""]",2025-06-26 11:04:02,2025-06-26 11:04:02
949,949,marriage,28,33,164,183,"[""Shenzhen""]",0,0,1,1y,want,flexible,taoism,"[""pet_reject""]",[],2025-08-25 11:04:02,2025-08-25 11:04:02
950,950,dating,23,31,159,166,"[""Shanghai""]",0,1,0,2y,unknown,with_parents,taoism,[],"[""traveler"", ""family_oriented""]",2025-07-02 11:04:02,2025-07-02 11:04:02
951,951,marriage,22,25,164,177,"[""Hangzhou"", ""Shenzhen"", ""Shanghai""]",1,0,0,unknown,flexible,with_parents,taoism,"[""smoking""]","[""family_oriented"", ""reader"", ""traveler""]",2025-07-13 11:04:02,2025-07-13 11:04:02
952,952,marriage,23,27,165,178,"[""Wuhan"", ""Suzhou""]",0,1,1,,dont_want,,christian,"[""pet_reject""]",[],2025-08-28 11:04:02,2025-08-28 11:04:02
953,953,dating,25,32,159,169,"[""Guangzhou"", ""Chengdu""]",0,0,0,,unknown,independent,,"[""no_children""]","[""reader"", ""financially_prudent"", ""sporty""]",2025-08-17 11:04:02,2025-08-17 11:04:02
954,954,dating,23,28,158,176,"[""Shenzhen"", ""Hangzhou"", ""Suzhou""]",1,1,1,1y,flexible,flexible,christian,[],[],2025-07-20 11:04:02,2025-07-20 11:04:02
955,955,dating,26,33,150,161,"[""Nanjing"", ""Wuhan""]",0,1,0,2y,dont_want,,christian,"[""pet_reject""]","[""reader"", ""traveler""]",2025-07-08 11:04:02,2025-07-08 11:04:02
956,956,dating,28,36,163,178,"[""Guangzhou"", ""Shenzhen""]",1,1,1,,,flexible,,"[""smoking"", ""heavy_drinking""]","[""family_oriented"", ""traveler"", ""sporty""]",2025-09-07 11:04:02,2025-09-07 11:04:02
957,957,marriage,22,31,157,167,"[""Xi'an""]",1,1,0,1y,want,flexible,christian,"[""smoking"", ""heavy_drinking""]","[""traveler""]",2025-06-29 11:04:02,2025-06-29 11:04:02
958,958,dating,26,29,161,168,"[""Nanjing"", ""Suzhou""]",1,1,1,1y,want,independent,,"[""no_children"", ""different_religion""]","[""chef"", ""financially_prudent"", ""traveler""]",2025-07-15 11:04:02,2025-07-15 11:04:02
959,959,dating,24,34,153,170,"[""Wuhan"", ""Guangzhou"", ""Shenzhen""]",1,1,1,,,independent,taoism,"[""smoking"", ""no_children""]",[],2025-06-11 11:04:02,2025-06-11 11:04:02
960,960,marriage,22,32,151,164,"[""Shenzhen"", ""Nanjing"", ""Tianjin""]",0,1,1,2y,want,with_parents,none,"[""no_children""]","[""chef"", ""reader""]",2025-06-27 11:04:02,2025-06-27 11:04:02
961,961,dating,24,28,161,169,"[""Shanghai"", ""Xi'an""]",0,1,0,2y,,,buddhism,"[""pet_reject"", ""different_religion""]","[""chef"", ""sporty""]",2025-08-20 11:04:02,2025-08-20 11:04:02
962,962,dating,22,26,160,169,"[""Suzhou""]",1,1,0,2y,,flexible,christian,[],"[""reader"", ""sporty""]",2025-06-23 11:04:02,2025-06-23 11:04:02
963,963,marriage,25,35,165,176,"[""Shanghai"", ""Shenzhen""]",0,1,1,flexible,want,with_parents,christian,[],"[""chef""]",2025-06-19 11:04:02,2025-06-19 11:04:02
964,964,marriage,22,30,158,166,"[""Shenzhen"", ""Wuhan""]",0,1,1,1y,dont_want,independent,,"[""pet_reject"", ""no_children""]","[""family_oriented"", ""sporty"", ""chef""]",2025-07-14 11:04:02,2025-07-14 11:04:02
965,965,dating,28,37,156,171,"[""Chengdu"", ""Hangzhou"", ""Tianjin""]",1,1,0,1y,unknown,flexible,buddhism,[],"[""sporty"", ""traveler"", ""chef""]",2025-08-02 11:04:02,2025-08-02 11:04:02
966,966,marriage,27,30,153,166,"[""Suzhou""]",1,1,1,unknown,want,flexible,islam,[],"[""sporty"", ""reader""]",2025-06-24 11:04:02,2025-06-24 11:04:02
967,967,dating,24,28,163,180,"[""Hangzhou""]",0,1,0,unknown,,with_parents,buddhism,"[""no_children""]","[""chef""]",2025-07-04 11:04:02,2025-07-04 11:04:02
968,968,dating,22,32,165,173,"[""Wuhan"", ""Xi'an"", ""Nanjing""]",0,1,1,flexible,flexible,with_parents,none,[],[],2025-08-05 11:04:02,2025-08-05 11:04:02
969,969,marriage,25,31,159,171,"[""Hangzhou"", ""Shenzhen"", ""Nanjing""]",1,1,1,,dont_want,independent,taoism,"[""pet_reject""]","[""financially_prudent"", ""chef""]",2025-06-30 11:04:02,2025-06-30 11:04:02
970,970,marriage,24,32,161,177,"[""Hangzhou""]",1,1,0,flexible,flexible,,buddhism,[],"[""chef"", ""reader"", ""traveler""]",2025-07-20 11:04:02,2025-07-20 11:04:02
971,971,marriage,24,32,162,175,"[""Hangzhou""]",1,1,1,flexible,flexible,,,"[""heavy_drinking""]","[""reader"", ""traveler"", ""chef""]",2025-07-25 11:04:02,2025-07-25 11:04:02
972,972,marriage,25,28,162,179,"[""Hangzhou""]",0,1,0,unknown,flexible,with_parents,buddhism,[],[],2025-06-27 11:04:02,2025-06-27 11:04:02
973,973,marriage,26,30,156,174,"[""Shanghai"", ""Wuhan""]",1,1,0,unknown,unknown,,taoism,[],"[""reader"", ""financially_prudent"", ""family_oriented""]",2025-08-07 11:04:02,2025-08-07 11:04:02
974,974,marriage,28,33,161,170,"[""Beijing"", ""Chengdu""]",0,1,1,2y,dont_want,flexible,none,"[""no_children"", ""different_religion""]","[""chef"", ""traveler""]",2025-08-22 11:04:02,2025-08-22 11:04:02
975,975,marriage,26,30,155,166,"[""Xi'an"", ""Tianjin""]",1,1,0,1y,want,independent,none,"[""smoking""]",[],2025-07-12 11:04:02,2025-07-12 11:04:02
976,976,dating,24,34,151,171,"[""Beijing""]",1,1,1,1y,flexible,with_parents,christian,"[""no_children""]","[""traveler"", ""sporty""]",2025-08-06 11:04:02,2025-08-06 11:04:02
977,977,marriage,24,28,164,173,"[""Wuhan"", ""Chengdu"", ""Guangzhou""]",1,1,1,,flexible,,buddhism,"[""heavy_drinking""]","[""family_oriented""]",2025-06-27 11:04:02,2025-06-27 11:04:02
978,978,dating,26,34,157,162,"[""Tianjin"", ""Suzhou"", ""Chengdu""]",0,1,0,flexible,unknown,flexible,taoism,[],[],2025-08-30 11:04:02,2025-08-30 11:04:02
979,979,dating,25,35,152,170,"[""Wuhan"", ""Nanjing""]",1,1,0,flexible,flexible,with_parents,,"[""different_religion"", ""heavy_drinking""]",[],2025-07-06 11:04:02,2025-07-06 11:04:02
980,980,dating,22,31,165,185,"[""Chengdu""]",1,1,0,,dont_want,flexible,christian,"[""no_children""]","[""family_oriented"", ""sporty"", ""chef""]",2025-08-23 11:04:02,2025-08-23 11:04:02
981,981,dating,28,36,164,169,"[""Shanghai""]",1,0,1,1y,want,with_parents,taoism,[],"[""reader""]",2025-08-16 11:04:02,2025-08-16 11:04:02
982,982,dating,23,31,161,172,"[""Wuhan"", ""Guangzhou""]",1,1,1,2y,want,independent,taoism,"[""heavy_drinking""]","[""reader"", ""sporty"", ""chef""]",2025-07-31 11:04:02,2025-07-31 11:04:02
983,983,dating,26,33,153,172,"[""Chengdu""]",0,1,1,unknown,dont_want,independent,christian,"[""pet_reject"", ""smoking""]",[],2025-08-04 11:04:02,2025-08-04 11:04:02
984,984,marriage,22,26,160,170,"[""Chengdu"", ""Guangzhou"", ""Tianjin""]",1,1,0,1y,unknown,independent,none,[],[],2025-07-08 11:04:02,2025-07-08 11:04:02
985,985,dating,26,29,157,170,"[""Beijing""]",0,1,0,unknown,want,,buddhism,"[""no_children"", ""pet_reject""]",[],2025-08-20 11:04:02,2025-08-20 11:04:02
986,986,dating,23,28,162,175,"[""Hangzhou""]",1,1,0,,flexible,with_parents,none,"[""no_children""]","[""sporty"", ""chef""]",2025-08-05 11:04:02,2025-08-05 11:04:02
987,987,dating,27,31,150,167,"[""Tianjin"", ""Guangzhou"", ""Wuhan""]",0,1,1,flexible,want,,none,[],"[""reader"", ""sporty"", ""traveler""]",2025-06-19 11:04:02,2025-06-19 11:04:02
988,988,marriage,27,31,165,175,"[""Nanjing"", ""Guangzhou""]",0,1,1,unknown,unknown,flexible,,"[""smoking""]","[""traveler"", ""chef""]",2025-06-29 11:04:02,2025-06-29 11:04:02
989,989,dating,25,29,157,175,"[""Wuhan"", ""Chengdu"", ""Guangzhou""]",0,1,1,unknown,want,with_parents,none,"[""smoking""]","[""family_oriented""]",2025-07-14 11:04:02,2025-07-14 11:04:02
990,990,marriage,28,33,158,166,"[""Shenzhen"", ""Chengdu""]",0,0,0,2y,flexible,with_parents,christian,"[""heavy_drinking""]","[""sporty"", ""financially_prudent"", ""family_oriented""]",2025-06-22 11:04:02,2025-06-22 11:04:02
991,991,marriage,25,34,165,182,"[""Nanjing"", ""Chengdu""]",0,0,1,unknown,,flexible,islam,"[""no_children"", ""smoking""]","[""reader""]",2025-07-19 11:04:02,2025-07-19 11:04:02
